"Depth" "XCO2Dpp" "XCH4Dpp" "TempC" "SPCuScm" "ChlARFU" "ChlAugL" "BGAPCRFU" "BGAPCgL" "TurbFNU" "fDOMRFU" "fDOMQSU" "ODOsat" "ODOmgL" "pH" "Pressps" "NITRATEU" "NITRATEM" "ABS254" "ABS350" "TINT" "TSPEC" "TLAMP" "XCO2Dppm_h" "XCO2Dppm_t" "XCH4Dppm_h" "XCH4Dppm_t" "TmpC_hy" "TempC_t" "SPCScm_h" "SPCScm_t" "ChlARFU_h" "ChlARFU_t" "ChlAgL_h" "ChlAgL_t" "BGAPCRFU_h" "BGAPCRFU_t" "BGAPCgL_h" "BGAPCgL_t" "TrbFNU_h" "TrbFNU_t" "fDOMRFU_h" "fDOMRFU_t" "fDOMQSU_h" "fDOMQSU_t" "ODOst_h" "ODOst_t" "ODOmgL_h" "ODOmgL_t" "pH_hyd" "pH_tau" "CH4uM" "CH4Sat" "CH4M_hy" "CH4St_h" "CH4uM_t" "CH4St_t" "CO2uM" "CO2Sat" "CO2M_hy" "CO2St_h" "CO2uM_t" "CO2St_t" "Date" "Statistic"
"13" 7.82 324.7 26.54 5.768 509.9 1.109 4.533 0.4563 0.4708 1.722 7.592 22.59 104 12.97 8.661 1.604 49.56 0.6899 0.03868 -0.03559 11.97 13.29 13.58 323.7 324 26.69 30.52 5.783 5.781 509.5 509.5 1.101 1.113 4.502 4.353 0.4602 0.4567 0.4689 0.4681 1.712 1.709 7.594 7.564 22.56 22.52 104 104 12.97 12.97 8.662 8.661 0.05656 1387 0.05705 1398 0.06561 1630 20.73 80.94 20.69 81.09 20.77 81.09 2016-04-12 "Q25"
"14" 13.38 334.8 28.14 5.906 513.1 1.19 4.848 0.4723 0.4864 1.867 7.653 22.79 104.8 13.04 8.669 1.644 50.17 0.694 0.04022 -0.03236 12.29 13.58 13.76 334.5 334.5 28.3 36.02 5.924 5.917 512.9 512.8 1.179 1.198 4.838 4.719 0.4753 0.4754 0.4851 0.4861 1.896 1.904 7.65 7.642 22.73 22.72 104.7 104.8 13.03 13.04 8.67 8.671 0.06009 1470 0.06039 1485 0.07615 1842 21.42 83.6 21.37 83.73 21.41 83.57 2016-04-12 "Median"
"15" 12.96 330.6 28.52 5.924 512 1.195 4.861 0.4714 0.4853 2.024 7.683 22.87 105 13.07 8.674 1.631 51.22 0.7092 0.04397 -0.02592 12.31 13.73 13.78 330.2 330.5 28.67 36.96 5.929 5.925 511.9 511.8 1.19 1.204 4.857 4.754 0.4744 0.4735 0.4841 0.4848 2.012 2.077 7.68 7.669 22.82 22.82 104.9 105 13.06 13.07 8.676 8.676 0.06074 1490 0.06112 1504 0.08033 1951 21.17 82.55 21.11 82.66 21.19 82.47 2016-04-12 "Mean"
"16" 17.86 338.1 30.53 6.078 515.6 1.275 5.162 0.4891 0.5029 2.157 7.719 22.99 105.8 13.12 8.686 1.681 51.56 0.7129 0.04331 -0.02648 12.64 13.96 13.89 337.8 338.7 30.57 40.6 6.072 6.08 515.6 515.3 1.276 1.291 5.219 5.143 0.4908 0.4926 0.5017 0.5032 2.151 2.193 7.715 7.711 22.92 22.99 105.6 105.7 13.12 13.13 8.69 8.689 0.06485 1590 0.06515 1600 0.08766 2137 21.68 84.45 21.62 84.48 21.72 84.42 2016-04-12 "Q75"
"17" 26.34 398.4 45.52 7.084 566.3 1.952 6.708 0.5601 0.5942 6.061 11.15 32.95 110 13.6 8.769 1.767 133.2 1.671 0.1486 0.1657 14.38 16.88 15.18 396.6 381.7 45.62 217.3 7.111 6.939 568.7 563.8 1.736 2.01 7.901 7.144 0.5738 0.6186 0.5988 0.6098 5.507 7.322 10.68 10.48 32.06 31.99 110 110.3 13.6 13.67 8.759 8.76 0.09558 2332 0.09372 2275 0.4857 10970 24.64 99.14 24.15 98.76 24.44 94.73 2016-04-12 "Max"
"18" 6.13351696436808 11.7916498995448 2.87086191068303 0.22271885846408 8.39211007966305 0.156768775371149 0.556769446800658 0.0291876678888951 0.0310542185985029 0.564013344355306 0.258264400242295 0.751313450083748 1.38016693977121 0.132679790393906 0.0250995819230275 0.0696574002057179 5.52297861683196 0.0669802486524228 0.0133407365291601 0.0227712641406196 0.482621313710343 0.687420006191308 0.292441904659049 11.9843701078915 12.9972312136528 2.77329313803612 12.0273453036711 0.218268770083019 0.223570367893959 8.31236532201339 8.04797859740158 0.150776230148616 0.149881367955635 0.62613639957097 0.655164984728309 0.0294515698358796 0.0317081108481392 0.0297886756336932 0.0312267753459533 0.551195194810975 0.726291500426658 0.241081035923271 0.246240088512385 0.714658242552018 0.74955844075681 1.31714484510911 1.43870633179383 0.132990656135591 0.137905076208294 0.0256252414923346 0.0245431700940607 0.00562553736141783 143.294618642707 0.00582881389684042 138.728298409667 0.0293448819926909 626.679843123594 0.833527482538418 3.03712342237023 0.813246554804311 2.99597195313583 0.878025081918876 3.19021512544274 2016-04-12 "sd"
"19" 2.27760183442473 306.941041875803 24.4699617207332 5.57597215753417 498.840259922568 0.95272000416258 4.00047922888264 0.421787670979865 0.431117193133155 1.46998897013049 7.4926137236769 22.3310108263671 103.25511712537 12.9059789146743 8.6365513857837 1.46811217717381 49.0914193559008 0.683686760623611 0.0343186373276075 -0.0393006523568036 11.5443585484712 12.9147118249692 13.4270084961367 306.939798133184 304.517944653627 24.9498120129953 22.40079462411 5.58926895568993 5.57801515392221 498.372899298216 500.133889417771 0.945296066072531 0.980380340466961 3.87896313785685 3.76954105738627 0.42181701994744 0.419084656131883 0.429016860085719 0.429541524120759 1.46143181607036 1.44329189863636 7.49925371951891 7.4671264858606 22.3223642885116 22.2305321151684 103.306268302446 103.043421586126 12.8979655102654 12.898313507969 8.63822744794767 8.63978055881392 0.0529245644712732 1292.58212295892 0.052915064253146 1322.46297604844 0.0518003282679605 1276.25448071009 19.4534099670198 76.4786995261242 19.4167103590148 76.7675261891797 19.4552481614095 75.863150930929 2016-04-12 "Q05"
"20" 4.2484652293412 313.624993559614 25.3481215798355 5.65426926057146 503.644532129472 1.01392188172969 4.21875945430267 0.436518666922038 0.447922495787533 1.58739944490511 7.53331480784077 22.4164615644047 103.585472381904 12.9359914728751 8.64895733567217 1.52761857766293 49.271783467141 0.685866580865937 0.0362487685712584 -0.0380832311054941 11.6792894422241 13.0478375149359 13.4661708956122 312.55554610143 311.599260014811 25.644408163013 25.6032201024349 5.65450494352232 5.63913873119402 503.436720794552 503.749878948979 1.01221059577853 1.03395978100159 4.0939069593814 4.00550059916565 0.439799218935388 0.437649267103371 0.447207083611717 0.447148755080121 1.55831926366135 1.53792827898522 7.53636753416066 7.5051569398031 22.4058246368458 22.3424254911137 103.5835433353 103.437716219165 12.9289090510487 12.9298711907027 8.64930726411498 8.65069343974335 0.0543928335167748 1335.02066173451 0.054818891450532 1350.91667832903 0.0570904057525179 1401.75817979048 20.0009515028742 78.0949238590623 20.0065307395057 78.3777595841748 19.9815315879355 77.9471248151969 2016-04-12 "Q10"
"21" 20.6429765816394 340.615491021677 31.9643403881253 6.19727360503119 517.813952591504 1.38755076022498 5.59013931455199 0.50677354392712 0.523678597208661 2.54067752316146 7.78920291137118 23.1672669836745 106.559005446219 13.253262936738 8.70735695759524 1.70358530800751 52.7484774125088 0.730011807846076 0.0518141015506348 -0.00955909771646323 12.9107858980004 14.56679250012 14.0753623241633 340.03037789858 341.606767705611 32.1024539723983 49.7554575598301 6.18943773065658 6.18689701963662 518.275519277175 517.525684087596 1.38455465357536 1.39167415403231 5.6209967876789 5.63456688298247 0.511772413167882 0.509946214963682 0.520268240079598 0.522600301176956 2.52495989767141 2.71768492638409 7.78684750602833 7.79664155143902 23.1363255182256 23.2235849170371 106.609161590308 106.749192888215 13.2455640975686 13.2541135533422 8.71020562041047 8.70978387459009 0.0676071433269072 1672.34185910226 0.0682667433498142 1677.63235803938 0.105194573029419 2571.88934696198 21.9401133775903 85.1284158275679 21.8679723985823 85.1588712945396 22.0394208339933 85.1647407482816 2016-04-12 "Q90"
"22" 22.1861943284319 343.156053380193 33.1288399956934 6.26877037799611 520.578594790927 1.45137721134393 5.80745234579557 0.517104751499992 0.533396154557611 3.14570611148636 7.83368076937989 23.2819432527281 107.767551431654 13.342638815312 8.72402158736439 1.71681854783944 53.3621434708167 0.744189893350617 0.0736333689301434 0.00755812580244495 13.111825079036 15.1552266325787 14.3236642039594 342.709703115504 345.152391982293 33.1142628645799 55.7108886809299 6.24857631506967 6.27175582995945 520.711583672361 519.710565485709 1.45084145759961 1.45420434794321 5.85472184508658 5.87193452502232 0.520638463701159 0.521252753639347 0.531500708691706 0.532908130938077 3.06335292154678 3.41476069086576 7.84329083698308 7.86774774010001 23.2391982870258 23.4227442178883 107.655434866496 107.911466510391 13.3352358754831 13.3466824269158 8.72580696109705 8.72327456789968 0.0698163953418274 1724.28616141378 0.0706221038989899 1735.45860905512 0.12083971755518 2904.19153066317 22.1804181694534 85.7952408090515 22.0537765412102 85.7615387658856 22.2464758756238 85.7995868185309 2016-04-12 "Q95"
