"Time","X.CH4._ppm","X.CH4._ppm_se","X.H2O._ppm","X.H2O._ppm_se","X.CO2._ppm","X.CO2._ppm_se","GasP_torr","GasP_torr_se","GasT_C","GasT_C_se","AmbT_C","AmbT_C_se","RD0_us","RD0_us_se","RD1_us","RD1_us_se","Fit_Flag","Time_raw"
"    05/18/16 17:45:01.300",193.786,0,16683,0,438.667,0,140.916,0,22.174,0,197.055,0,5.56125,0,5.05211,0,3,2016-05-18 17:45:01
"    05/18/16 17:45:02.287",194.098,0,16412.6,0,438.995,0,140.846,0,22.1792,0,197.005,0,5.55798,0,5.05499,0,3,2016-05-18 17:45:02
"    05/18/16 17:45:03.267",193.076,0,16712.3,0,439.179,0,140.902,0,22.1786,0,197.026,0,5.59217,0,5.05777,0,3,2016-05-18 17:45:03
"    05/18/16 17:45:04.251",196.309,0,17033.4,0,433.365,0,140.95,0,22.1772,0,197.02,0,5.50773,0,5.12724,0,3,2016-05-18 17:45:04
"    05/18/16 17:45:05.230",195.111,0,16846.4,0,440.052,0,140.9,0,22.1771,0,196.994,0,5.53938,0,5.0614,0,3,2016-05-18 17:45:05
"    05/18/16 17:45:06.214",193.839,0,15655.6,0,440.487,0,140.872,0,22.1778,0,197.026,0,5.57704,0,5.04598,0,3,2016-05-18 17:45:06
"    05/18/16 17:45:07.196",195.447,0,16480.1,0,440.296,0,140.867,0,22.1758,0,197.041,0,5.54124,0,5.06218,0,3,2016-05-18 17:45:07
"    05/18/16 17:45:08.179",194.304,0,16410.2,0,436.555,0,140.912,0,22.1779,0,197.025,0,5.56634,0,5.10082,0,3,2016-05-18 17:45:08
"    05/18/16 17:45:09.162",195.115,0,16353.9,0,441.541,0,140.953,0,22.1777,0,197.012,0,5.55445,0,5.05832,0,3,2016-05-18 17:45:09
"    05/18/16 17:45:10.145",198.013,0,16606.4,0,437.833,0,140.862,0,22.1759,0,197.038,0,5.48269,0,5.10277,0,3,2016-05-18 17:45:10
"    05/18/16 17:45:11.129",194.163,0,15905.5,0,440.521,0,140.924,0,22.1758,0,197.063,0,5.59279,0,5.07179,0,3,2016-05-18 17:45:11
"    05/18/16 17:45:12.111",196.349,0,16704.1,0,438.499,0,140.927,0,22.1774,0,197.012,0,5.52957,0,5.08781,0,3,2016-05-18 17:45:12
"    05/18/16 17:45:13.094",194.373,0,16492.1,0,440.798,0,140.888,0,22.1773,0,197.012,0,5.59021,0,5.07146,0,3,2016-05-18 17:45:13
"    05/18/16 17:45:14.077",197.214,0,16610.1,0,440.041,0,140.882,0,22.1731,0,197.075,0,5.52082,0,5.08698,0,3,2016-05-18 17:45:14
"    05/18/16 17:45:15.060",198.985,0,16860.7,0,437.686,0,140.899,0,22.1739,0,197.06,0,5.48275,0,5.1089,0,3,2016-05-18 17:45:15
"    05/18/16 17:45:16.043",198.484,0,16700.9,0,438.351,0,140.964,0,22.1729,0,197.068,0,5.49088,0,5.10427,0,3,2016-05-18 17:45:16
"    05/18/16 17:45:17.026",198.221,0,16940.7,0,439.336,0,140.974,0,22.1745,0,197.053,0,5.50712,0,5.08928,0,3,2016-05-18 17:45:17
"    05/18/16 17:45:18.009",197.647,0,16705.1,0,441.48,0,140.86,0,22.1738,0,197.09,0,5.5291,0,5.0701,0,3,2016-05-18 17:45:18
"    05/18/16 17:45:18.992",200.19,0,17037.3,0,440.973,0,140.945,0,22.1708,0,197.109,0,5.46326,0,5.08418,0,3,2016-05-18 17:45:18
"    05/18/16 17:45:19.976",199.32,0,16923.7,0,438.705,0,140.896,0,22.1742,0,197.059,0,5.49289,0,5.12482,0,3,2016-05-18 17:45:19
"    05/18/16 17:45:20.958",199.363,0,17222.3,0,440.816,0,140.859,0,22.1711,0,197.117,0,5.49102,0,5.08552,0,3,2016-05-18 17:45:20
"    05/18/16 17:45:21.941",196.874,0,16771.7,0,444.307,0,140.862,0,22.1729,0,197.087,0,5.56133,0,5.05049,0,3,2016-05-18 17:45:21
"    05/18/16 17:45:22.925",194.244,0,15734.9,0,444.96,0,140.91,0,22.1733,0,197.077,0,5.64005,0,5.04331,0,3,2016-05-18 17:45:22
"    05/18/16 17:45:23.908",195.112,0,15675.4,0,445.424,0,140.938,0,22.1737,0,197.068,0,5.62062,0,5.04974,0,3,2016-05-18 17:45:23
"    05/18/16 17:45:24.891",197.524,0,16428.8,0,443.936,0,140.944,0,22.171,0,197.1,0,5.56036,0,5.05934,0,3,2016-05-18 17:45:24
"    05/18/16 17:45:25.874",195.577,0,16596.1,0,443.525,0,140.875,0,22.1713,0,197.098,0,5.61806,0,5.06662,0,3,2016-05-18 17:45:25
"    05/18/16 17:45:26.855",197.335,0,16318.2,0,445.916,0,140.873,0,22.17,0,197.142,0,5.56765,0,5.03564,0,3,2016-05-18 17:45:26
"    05/18/16 17:45:27.838",200.304,0,17123.7,0,440.312,0,140.893,0,22.1717,0,197.121,0,5.49124,0,5.09245,0,3,2016-05-18 17:45:27
"    05/18/16 17:45:28.822",200.238,0,16989.7,0,444.126,0,140.944,0,22.1696,0,197.15,0,5.49059,0,5.07413,0,3,2016-05-18 17:45:28
"    05/18/16 17:45:29.805",200.041,0,16540.5,0,441.386,0,140.904,0,22.1707,0,197.086,0,5.50498,0,5.10732,0,3,2016-05-18 17:45:29
"    05/18/16 17:45:30.788",197.531,0,16302.6,0,443.216,0,140.872,0,22.1713,0,197.097,0,5.57879,0,5.08243,0,3,2016-05-18 17:45:30
"    05/18/16 17:45:31.771",197.037,0,16327.3,0,446.463,0,140.872,0,22.1703,0,197.127,0,5.59487,0,5.04576,0,3,2016-05-18 17:45:31
"    05/18/16 17:45:32.754",199.71,0,17131.1,0,441.841,0,140.906,0,22.1702,0,197.119,0,5.52543,0,5.09026,0,3,2016-05-18 17:45:32
"    05/18/16 17:45:33.744",198.936,0,16514.9,0,443.461,0,140.952,0,22.1681,0,197.112,0,5.54021,0,5.09346,0,3,2016-05-18 17:45:33
"    05/18/16 17:45:34.734",198.359,0,17150.1,0,444.026,0,140.913,0,22.1672,0,197.149,0,5.56364,0,5.07194,0,3,2016-05-18 17:45:34
"    05/18/16 17:45:35.723",199.706,0,16915,0,441.81,0,140.853,0,22.1747,0,197.064,0,5.53059,0,5.09884,0,3,2016-05-18 17:45:35
"    05/18/16 17:45:36.713",198.165,0,15783.9,0,447.186,0,140.88,0,22.1651,0,197.189,0,5.57382,0,5.0389,0,3,2016-05-18 17:45:36
"    05/18/16 17:45:37.700",201,0,16845.7,0,442.366,0,140.893,0,22.1635,0,197.199,0,5.49528,0,5.09562,0,3,2016-05-18 17:45:37
"    05/18/16 17:45:38.683",198.807,0,16947.6,0,445.124,0,140.945,0,22.1647,0,197.213,0,5.55661,0,5.05775,0,3,2016-05-18 17:45:38
"    05/18/16 17:45:39.667",200.365,0,16739.9,0,443.59,0,140.958,0,22.1638,0,197.216,0,5.52529,0,5.08836,0,3,2016-05-18 17:45:39
"    05/18/16 17:45:40.645",198.718,0,16821.5,0,445.217,0,140.884,0,22.1643,0,197.194,0,5.56897,0,5.06943,0,3,2016-05-18 17:45:40
"    05/18/16 17:45:41.628",199.619,0,16658,0,443.484,0,140.885,0,22.1607,0,197.222,0,5.54597,0,5.08552,0,3,2016-05-18 17:45:41
"    05/18/16 17:45:42.610",200.834,0,16216.8,0,443.622,0,140.894,0,22.163,0,197.206,0,5.51568,0,5.09282,0,3,2016-05-18 17:45:42
"    05/18/16 17:45:43.594",200.815,0,16642.6,0,444.331,0,140.958,0,22.1669,0,197.159,0,5.52016,0,5.08434,0,3,2016-05-18 17:45:43
"    05/18/16 17:45:44.577",199.964,0,16773.3,0,445.7,0,140.924,0,22.1634,0,197.215,0,5.54362,0,5.06853,0,3,2016-05-18 17:45:44
"    05/18/16 17:45:45.560",200.574,0,16647.2,0,443.734,0,140.927,0,22.1615,0,197.21,0,5.53144,0,5.09245,0,3,2016-05-18 17:45:45
"    05/18/16 17:45:46.543",200.856,0,17229.9,0,443.534,0,140.95,0,22.1612,0,197.226,0,5.51972,0,5.08465,0,3,2016-05-18 17:45:46
"    05/18/16 17:45:47.526",200.12,0,16588.2,0,448.48,0,140.932,0,22.1662,0,197.179,0,5.5432,0,5.05207,0,3,2016-05-18 17:45:47
"    05/18/16 17:45:48.509",197.565,0,16576.4,0,446.202,0,140.864,0,22.1611,0,197.246,0,5.62697,0,5.06935,0,3,2016-05-18 17:45:48
"    05/18/16 17:45:49.492",198.841,0,16708.2,0,444.841,0,140.873,0,22.1618,0,197.211,0,5.5941,0,5.08544,0,3,2016-05-18 17:45:49
"    05/18/16 17:45:50.474",198.211,0,16239.2,0,445.035,0,140.914,0,22.1612,0,197.218,0,5.61109,0,5.06731,0,3,2016-05-18 17:45:50
"    05/18/16 17:45:51.457",199.711,0,16536.3,0,446.979,0,140.956,0,22.1654,0,197.19,0,5.56763,0,5.06434,0,3,2016-05-18 17:45:51
"    05/18/16 17:45:52.442",201.86,0,16720.9,0,446.215,0,140.866,0,22.1579,0,197.291,0,5.51698,0,5.06878,0,3,2016-05-18 17:45:52
"    05/18/16 17:45:53.424",204.324,0,16476.6,0,443.342,0,140.943,0,22.1593,0,197.253,0,5.44851,0,5.10822,0,3,2016-05-18 17:45:53
"    05/18/16 17:45:54.407",200.971,0,16603.4,0,442.877,0,140.939,0,22.1626,0,197.206,0,5.54496,0,5.11217,0,3,2016-05-18 17:45:54
"    05/18/16 17:45:55.390",199.068,0,16969.7,0,450.202,0,140.937,0,22.1652,0,197.159,0,5.60571,0,5.03427,0,3,2016-05-18 17:45:55
"    05/18/16 17:45:56.373",199.82,0,16274.1,0,450.835,0,140.869,0,22.1602,0,197.255,0,5.57989,0,5.01779,0,3,2016-05-18 17:45:56
"    05/18/16 17:45:57.355",205.922,0,17167.4,0,441.426,0,140.898,0,22.1586,0,197.279,0,5.41735,0,5.12536,0,3,2016-05-18 17:45:57
"    05/18/16 17:45:58.340",199.886,0,16290.3,0,448.235,0,140.93,0,22.1624,0,197.214,0,5.57739,0,5.04344,0,3,2016-05-18 17:45:58
"    05/18/16 17:45:59.322",201.203,0,16497.1,0,445.716,0,140.93,0,22.163,0,197.216,0,5.54979,0,5.07394,0,3,2016-05-18 17:45:59
"    05/18/16 17:46:00.305",205.438,0,16935.3,0,445.022,0,140.918,0,22.1587,0,197.228,0,5.43935,0,5.08391,0,3,2016-05-18 17:46:00
"    05/18/16 17:46:01.288",200.405,0,16334.9,0,450.624,0,140.864,0,22.1591,0,197.286,0,5.57337,0,5.01044,0,3,2016-05-18 17:46:01
"    05/18/16 17:46:02.271",203.278,0,17013.2,0,444.762,0,140.898,0,22.1593,0,197.251,0,5.50192,0,5.08499,0,3,2016-05-18 17:46:02
"    05/18/16 17:46:03.254",200.642,0,16524.3,0,449.206,0,140.835,0,22.1604,0,197.274,0,5.56974,0,5.02812,0,3,2016-05-18 17:46:03
"    05/18/16 17:46:04.237",202.005,0,16572.1,0,444.473,0,140.961,0,22.1588,0,197.215,0,5.53906,0,5.09411,0,3,2016-05-18 17:46:04
"    05/18/16 17:46:05.220",202.498,0,16642.1,0,444.097,0,140.898,0,22.1588,0,197.276,0,5.52503,0,5.08453,0,3,2016-05-18 17:46:05
"    05/18/16 17:46:06.203",199.608,0,15810.5,0,449.039,0,140.833,0,22.1611,0,197.254,0,5.60644,0,5.03359,0,3,2016-05-18 17:46:06
"    05/18/16 17:46:07.199",204.661,0,17332.7,0,443.817,0,140.872,0,22.1622,0,197.238,0,5.4757,0,5.08933,0,3,2016-05-18 17:46:07
"    05/18/16 17:46:08.183",202.585,0,16418.6,0,442.75,0,140.866,0,22.1649,0,197.179,0,5.52773,0,5.10605,0,3,2016-05-18 17:46:08
"    05/18/16 17:46:09.165",201.976,0,16671.7,0,449.281,0,140.952,0,22.1635,0,197.214,0,5.54397,0,5.02642,0,3,2016-05-18 17:46:09
"    05/18/16 17:46:10.155",201.571,0,16649.1,0,443.728,0,140.9,0,22.1635,0,197.218,0,5.55912,0,5.09664,0,3,2016-05-18 17:46:10
"    05/18/16 17:46:11.145",201.502,0,17007.3,0,443.297,0,140.84,0,22.1673,0,197.141,0,5.55822,0,5.09092,0,3,2016-05-18 17:46:11
"    05/18/16 17:46:12.135",201.781,0,16706.8,0,444.704,0,140.871,0,22.1596,0,197.256,0,5.55108,0,5.07423,0,3,2016-05-18 17:46:12
"    05/18/16 17:46:13.121",200.33,0,16905.5,0,447.649,0,140.901,0,22.158,0,197.26,0,5.59665,0,5.049,0,3,2016-05-18 17:46:13
"    05/18/16 17:46:14.105",199.995,0,16648.4,0,446.726,0,140.951,0,22.1585,0,197.257,0,5.60725,0,5.05447,0,3,2016-05-18 17:46:14
"    05/18/16 17:46:15.088",200.661,0,16610.8,0,446.595,0,140.926,0,22.1579,0,197.257,0,5.58546,0,5.04282,0,3,2016-05-18 17:46:15
"    05/18/16 17:46:16.067",200.006,0,16793.7,0,446.038,0,140.897,0,22.1564,0,197.292,0,5.60636,0,5.05293,0,3,2016-05-18 17:46:16
"    05/18/16 17:46:17.048",205.913,0,16953.9,0,443.173,0,140.86,0,22.1561,0,197.34,0,5.44895,0,5.08432,0,3,2016-05-18 17:46:17
"    05/18/16 17:46:18.032",204.224,0,16880.4,0,439.004,0,140.883,0,22.1524,0,197.286,0,5.49466,0,5.14059,0,3,2016-05-18 17:46:18
"    05/18/16 17:46:19.015",206.623,0,17384.5,0,437.88,0,140.949,0,22.1581,0,197.247,0,5.4355,0,5.14263,0,3,2016-05-18 17:46:19
"    05/18/16 17:46:19.998",199.895,0,16226.7,0,450.527,0,140.964,0,22.1581,0,197.262,0,5.61525,0,5.01064,0,3,2016-05-18 17:46:19
"    05/18/16 17:46:20.981",197.843,0,16227.4,0,445.381,0,140.889,0,22.1599,0,197.274,0,5.67605,0,5.04643,0,3,2016-05-18 17:46:20
"    05/18/16 17:46:21.963",211.392,0,17230.9,0,431.619,0,140.854,0,22.1512,0,197.363,0,5.31803,0,5.21399,0,3,2016-05-18 17:46:21
"    05/18/16 17:46:22.947",203.819,0,16527.6,0,445.924,0,140.906,0,22.1611,0,197.243,0,5.50848,0,5.05046,0,3,2016-05-18 17:46:22
"    05/18/16 17:46:23.930",201.254,0,16454.1,0,448.22,0,140.926,0,22.1561,0,197.349,0,5.58543,0,5.00951,0,3,2016-05-18 17:46:23
"    05/18/16 17:46:24.913",211.589,0,17320.3,0,432.243,0,140.933,0,22.1539,0,197.281,0,5.31541,0,5.20764,0,3,2016-05-18 17:46:24
"    05/18/16 17:46:25.896",194.466,0,15858.6,0,459.701,0,140.902,0,22.1628,0,197.262,0,5.77304,0,4.88344,0,3,2016-05-18 17:46:25
"    05/18/16 17:46:26.879",211.344,0,17373.8,0,435.522,0,140.876,0,22.1523,0,197.289,0,5.32788,0,5.16395,0,3,2016-05-18 17:46:26
"    05/18/16 17:46:27.861",198.462,0,17089.8,0,451.275,0,140.911,0,22.1516,0,197.374,0,5.67079,0,4.96329,0,3,2016-05-18 17:46:27
"    05/18/16 17:46:28.846",190.652,0,14977.6,0,448.272,0,140.968,0,22.1644,0,197.135,0,5.90111,0,5.01288,0,3,2016-05-18 17:46:28
"    05/18/16 17:46:29.827",221.376,0,17401.8,0,432.113,0,140.923,0,22.1537,0,197.332,0,5.09965,0,5.19261,0,3,2016-05-18 17:46:29
"    05/18/16 17:46:30.810",203.47,0,16759.5,0,432.881,0,140.936,0,22.1487,0,197.379,0,5.54165,0,5.18048,0,3,2016-05-18 17:46:30
"    05/18/16 17:46:31.794",196.863,0,14905.3,0,464.843,0,140.903,0,22.1628,0,197.35,0,5.72172,0,4.81989,0,3,2016-05-18 17:46:31
"    05/18/16 17:46:32.778",197.338,0,15684.5,0,439.895,0,140.955,0,22.1577,0,197.147,0,5.73436,0,5.10899,0,3,2016-05-18 17:46:32
"    05/18/16 17:46:33.759",225.388,0,17322.7,0,431.172,0,140.931,0,22.1531,0,197.337,0,5.01726,0,5.2082,0,3,2016-05-18 17:46:33
"    05/18/16 17:46:34.744",208.852,0,17645.2,0,425.63,0,140.898,0,22.1494,0,197.394,0,5.41114,0,5.25637,0,3,2016-05-18 17:46:34
"    05/18/16 17:46:35.728",206.454,0,17315.8,0,419.706,0,140.848,0,22.1485,0,197.401,0,5.47535,0,5.33329,0,3,2016-05-18 17:46:35
"    05/18/16 17:46:36.710",202.974,0,12703.1,0,416.047,0,140.83,0,22.1495,0,197.401,0,5.56774,0,5.37073,0,3,2016-05-18 17:46:36
"    05/18/16 17:46:37.693",204.997,0,16656.7,0,417.759,0,140.864,0,22.1483,0,197.405,0,5.53377,0,5.35674,0,3,2016-05-18 17:46:37
"    05/18/16 17:46:38.676",206.687,0,17213.2,0,418.914,0,140.874,0,22.1503,0,197.384,0,5.47537,0,5.34328,0,3,2016-05-18 17:46:38
"    05/18/16 17:46:39.658",212.663,0,17528.2,0,431.41,0,140.892,0,22.1492,0,197.382,0,5.33068,0,5.19156,0,3,2016-05-18 17:46:39
"    05/18/16 17:46:40.641",221.157,0,16977.7,0,431.249,0,140.897,0,22.1486,0,197.37,0,5.12121,0,5.20359,0,3,2016-05-18 17:46:40
"    05/18/16 17:46:41.622",229.342,0,18295.1,0,430.27,0,140.838,0,22.1525,0,197.366,0,4.93962,0,5.20069,0,3,2016-05-18 17:46:41
"    05/18/16 17:46:42.609",194.354,0,15361.7,0,437.808,0,140.954,0,22.1558,0,197.132,0,5.83301,0,5.13085,0,3,2016-05-18 17:46:42
"    05/18/16 17:46:43.591",196.448,0,15338.9,0,456.246,0,140.981,0,22.1646,0,197.293,0,5.7559,0,4.90107,0,3,2016-05-18 17:46:43
"    05/18/16 17:46:44.579",199.362,0,14039.7,0,449.564,0,140.952,0,22.1469,0,197.394,0,5.6845,0,4.95683,0,3,2016-05-18 17:46:44
"    05/18/16 17:46:45.569",217.749,0,17787,0,427.993,0,140.798,0,22.1566,0,197.287,0,5.22078,0,5.22773,0,3,2016-05-18 17:46:45
"    05/18/16 17:46:46.561",198.865,0,15505.4,0,440.795,0,140.876,0,22.1632,0,197.142,0,5.70392,0,5.08541,0,3,2016-05-18 17:46:46
"    05/18/16 17:46:47.546",201.018,0,15263.5,0,451.652,0,140.824,0,22.1614,0,197.237,0,5.64529,0,4.94118,0,3,2016-05-18 17:46:47
"    05/18/16 17:46:48.530",215.24,0,17187.4,0,432.234,0,140.898,0,22.1565,0,197.24,0,5.27988,0,5.18334,0,3,2016-05-18 17:46:48
"    05/18/16 17:46:49.513",197.002,0,15549.3,0,456.158,0,140.961,0,22.1672,0,197.195,0,5.74841,0,4.89415,0,3,2016-05-18 17:46:49
"    05/18/16 17:46:50.494",210.053,0,16637.4,0,430.128,0,140.898,0,22.1575,0,197.222,0,5.40987,0,5.19636,0,3,2016-05-18 17:46:50
"    05/18/16 17:46:51.475",201.615,0,16104.4,0,446.078,0,140.863,0,22.1626,0,197.251,0,5.63212,0,4.99885,0,3,2016-05-18 17:46:51
"    05/18/16 17:46:52.458",206.147,0,16816.3,0,440.011,0,140.87,0,22.1679,0,197.126,0,5.51025,0,5.08207,0,3,2016-05-18 17:46:52
"    05/18/16 17:46:53.440",212.251,0,17237.6,0,433.119,0,140.885,0,22.1598,0,197.213,0,5.3635,0,5.16021,0,3,2016-05-18 17:46:53
"    05/18/16 17:46:54.424",202.24,0,15702.1,0,445.621,0,140.916,0,22.1635,0,197.227,0,5.61622,0,5.00844,0,3,2016-05-18 17:46:54
"    05/18/16 17:46:55.406",200.523,0,16453,0,447.496,0,140.935,0,22.1643,0,197.18,0,5.67372,0,4.99135,0,3,2016-05-18 17:46:55
"    05/18/16 17:46:56.390",207.465,0,17238,0,441.45,0,140.855,0,22.1639,0,197.195,0,5.48933,0,5.05431,0,3,2016-05-18 17:46:56
"    05/18/16 17:46:57.373",208.46,0,16502,0,430.539,0,140.875,0,22.162,0,197.178,0,5.46471,0,5.19059,0,3,2016-05-18 17:46:57
"    05/18/16 17:46:58.355",206.624,0,16944.5,0,437.447,0,140.908,0,22.1586,0,197.234,0,5.51242,0,5.10995,0,3,2016-05-18 17:46:58
"    05/18/16 17:46:59.338",207.748,0,16857.2,0,441.689,0,140.914,0,22.1628,0,197.208,0,5.48232,0,5.04873,0,3,2016-05-18 17:46:59
"    05/18/16 17:47:00.321",207.994,0,16033.7,0,440.211,0,140.895,0,22.1592,0,197.264,0,5.47828,0,5.07029,0,3,2016-05-18 17:47:00
"    05/18/16 17:47:01.304",209.626,0,17166.9,0,439.263,0,140.865,0,22.1597,0,197.266,0,5.44017,0,5.07934,0,3,2016-05-18 17:47:01
"    05/18/16 17:47:02.288",206.205,0,16086.6,0,440.226,0,140.866,0,22.1598,0,197.241,0,5.53036,0,5.06907,0,3,2016-05-18 17:47:02
"    05/18/16 17:47:03.274",206.579,0,16551.6,0,436.853,0,140.905,0,22.1604,0,197.21,0,5.52131,0,5.09654,0,3,2016-05-18 17:47:03
"    05/18/16 17:47:04.254",206.053,0,16889.1,0,440.01,0,140.929,0,22.163,0,197.197,0,5.53177,0,5.06886,0,3,2016-05-18 17:47:04
"    05/18/16 17:47:05.237",205.646,0,16683.3,0,439.174,0,140.905,0,22.1632,0,197.207,0,5.55235,0,5.07183,0,3,2016-05-18 17:47:05
"    05/18/16 17:47:06.221",205.644,0,17187.8,0,438.741,0,140.835,0,22.1612,0,197.231,0,5.5432,0,5.08789,0,3,2016-05-18 17:47:06
"    05/18/16 17:47:07.203",209.249,0,16974,0,439.848,0,140.865,0,22.1604,0,197.235,0,5.44844,0,5.07086,0,3,2016-05-18 17:47:07
"    05/18/16 17:47:08.186",204.328,0,16023.6,0,440.497,0,140.956,0,22.1662,0,197.162,0,5.58366,0,5.07111,0,3,2016-05-18 17:47:08
"    05/18/16 17:47:09.168",206.123,0,16533.6,0,439.014,0,140.914,0,22.1596,0,197.212,0,5.54201,0,5.07256,0,3,2016-05-18 17:47:09
"    05/18/16 17:47:10.152",209.423,0,16907.9,0,437.334,0,140.896,0,22.1601,0,197.24,0,5.45144,0,5.10091,0,3,2016-05-18 17:47:10
"    05/18/16 17:47:11.141",204.578,0,16836.4,0,443.992,0,140.872,0,22.1626,0,197.207,0,5.58276,0,5.03631,0,3,2016-05-18 17:47:11
"    05/18/16 17:47:12.124",208.237,0,16926.8,0,435.692,0,140.849,0,22.1522,0,197.36,0,5.48558,0,5.12636,0,3,2016-05-18 17:47:12
"    05/18/16 17:47:13.108",204.04,0,16410.6,0,442.193,0,140.946,0,22.1544,0,197.321,0,5.5887,0,5.04708,0,3,2016-05-18 17:47:13
"    05/18/16 17:47:14.091",207.232,0,17052.6,0,434.883,0,140.924,0,22.1516,0,197.356,0,5.51359,0,5.12508,0,3,2016-05-18 17:47:14
"    05/18/16 17:47:15.073",203.344,0,16366.5,0,447.757,0,140.966,0,22.1535,0,197.328,0,5.61169,0,4.99189,0,3,2016-05-18 17:47:15
"    05/18/16 17:47:16.056",209.628,0,16887.9,0,437.894,0,140.837,0,22.1535,0,197.314,0,5.45402,0,5.09533,0,3,2016-05-18 17:47:16
"    05/18/16 17:47:17.039",206.144,0,16949.5,0,442.402,0,140.895,0,22.1528,0,197.345,0,5.54748,0,5.04695,0,3,2016-05-18 17:47:17
"    05/18/16 17:47:18.023",204.4,0,16324.6,0,443.542,0,140.941,0,22.1526,0,197.321,0,5.59314,0,5.04148,0,3,2016-05-18 17:47:18
"    05/18/16 17:47:19.005",206.773,0,16468.5,0,437.06,0,140.953,0,22.1543,0,197.298,0,5.53449,0,5.11068,0,3,2016-05-18 17:47:19
"    05/18/16 17:47:19.995",207.816,0,17275.9,0,437.02,0,140.963,0,22.1502,0,197.362,0,5.50805,0,5.11116,0,3,2016-05-18 17:47:19
"    05/18/16 17:47:20.984",205.567,0,17291,0,443.945,0,140.897,0,22.1531,0,197.341,0,5.57213,0,5.03096,0,3,2016-05-18 17:47:20
"    05/18/16 17:47:21.974",202.646,0,16987.8,0,441.778,0,140.86,0,22.1576,0,197.272,0,5.65236,0,5.05299,0,3,2016-05-18 17:47:21
"    05/18/16 17:47:22.961",204.908,0,16566.3,0,444.122,0,140.918,0,22.1569,0,197.294,0,5.59009,0,5.02865,0,3,2016-05-18 17:47:22
"    05/18/16 17:47:23.944",207.733,0,16682.7,0,440.167,0,140.955,0,22.1587,0,197.256,0,5.5109,0,5.06939,0,3,2016-05-18 17:47:23
"    05/18/16 17:47:24.928",207.267,0,16928.7,0,441.363,0,140.869,0,22.1564,0,197.292,0,5.53036,0,5.06099,0,3,2016-05-18 17:47:24
"    05/18/16 17:47:25.906",206.67,0,16636.1,0,440.112,0,140.922,0,22.1561,0,197.286,0,5.54315,0,5.08108,0,3,2016-05-18 17:47:25
"    05/18/16 17:47:26.890",207.39,0,16590.6,0,441.457,0,140.944,0,22.1573,0,197.272,0,5.52744,0,5.06231,0,3,2016-05-18 17:47:26
"    05/18/16 17:47:27.872",207.551,0,16887.9,0,439.752,0,140.911,0,22.1591,0,197.239,0,5.52914,0,5.086,0,3,2016-05-18 17:47:27
"    05/18/16 17:47:28.855",207.139,0,16148.5,0,441.305,0,140.893,0,22.1577,0,197.285,0,5.53994,0,5.06775,0,3,2016-05-18 17:47:28
"    05/18/16 17:47:29.841",207.503,0,16844.4,0,442.245,0,140.882,0,22.1559,0,197.298,0,5.53671,0,5.06164,0,3,2016-05-18 17:47:29
"    05/18/16 17:47:30.823",205.727,0,16302.7,0,442.207,0,140.926,0,22.1554,0,197.305,0,5.57541,0,5.05126,0,3,2016-05-18 17:47:30
"    05/18/16 17:47:31.807",207.47,0,15895.1,0,437.876,0,140.916,0,22.1621,0,197.216,0,5.53615,0,5.10718,0,3,2016-05-18 17:47:31
"    05/18/16 17:47:32.790",208.777,0,16627.2,0,440.645,0,140.938,0,22.1538,0,197.325,0,5.50585,0,5.0738,0,3,2016-05-18 17:47:32
"    05/18/16 17:47:33.770",206.682,0,16669,0,441.247,0,140.873,0,22.1573,0,197.296,0,5.56449,0,5.06863,0,3,2016-05-18 17:47:33
"    05/18/16 17:47:34.753",208.775,0,16067.1,0,439.25,0,140.887,0,22.1562,0,197.303,0,5.51084,0,5.08838,0,3,2016-05-18 17:47:34
"    05/18/16 17:47:35.736",207.72,0,16996.5,0,441.102,0,140.912,0,22.1576,0,197.245,0,5.54094,0,5.06758,0,3,2016-05-18 17:47:35
"    05/18/16 17:47:36.721",206.905,0,16332.9,0,436.826,0,140.948,0,22.1547,0,197.301,0,5.55915,0,5.11812,0,3,2016-05-18 17:47:36
"    05/18/16 17:47:37.703",206.489,0,16321.7,0,442.241,0,140.926,0,22.1568,0,197.281,0,5.57408,0,5.06463,0,3,2016-05-18 17:47:37
"    05/18/16 17:47:38.686",207.246,0,16602.8,0,438.939,0,140.84,0,22.158,0,197.265,0,5.56038,0,5.0856,0,3,2016-05-18 17:47:38
"    05/18/16 17:47:39.668",206.853,0,16661.4,0,444.798,0,140.864,0,22.1581,0,197.266,0,5.57401,0,5.0399,0,3,2016-05-18 17:47:39
"    05/18/16 17:47:40.652",206.143,0,16364.5,0,440.953,0,140.937,0,22.1577,0,197.26,0,5.58617,0,5.06849,0,3,2016-05-18 17:47:40
"    05/18/16 17:47:41.637",210.594,0,17213.5,0,438.08,0,140.928,0,22.153,0,197.337,0,5.47342,0,5.10074,0,3,2016-05-18 17:47:41
"    05/18/16 17:47:42.617",206.825,0,16617.3,0,442.8,0,140.957,0,22.1529,0,197.35,0,5.57876,0,5.05778,0,3,2016-05-18 17:47:42
"    05/18/16 17:47:43.600",209.941,0,16958.3,0,439.522,0,140.822,0,22.1623,0,197.234,0,5.50386,0,5.0967,0,3,2016-05-18 17:47:43
"    05/18/16 17:47:44.584",205.507,0,16598.1,0,443.039,0,140.863,0,22.155,0,197.314,0,5.62283,0,5.04661,0,3,2016-05-18 17:47:44
