sampledate,year4,month,daynum,depth,wtemp,flag_wtemp
2016-03-20,2016,3,80,0.00,,C
2016-03-20,2016,3,80,0.50,,C
2016-03-20,2016,3,80,1.00,,C
2016-03-20,2016,3,80,1.50,,C
2016-03-20,2016,3,80,2.00,,C
2016-03-20,2016,3,80,3.00,,C
2016-03-20,2016,3,80,4.00,,C
2016-03-20,2016,3,80,5.00,,C
2016-03-20,2016,3,80,6.00,,C
2016-03-20,2016,3,80,7.00,,C
2016-03-20,2016,3,80,8.00,,C
2016-03-20,2016,3,80,9.00,,C
2016-03-20,2016,3,80,10.00,,C
2016-03-20,2016,3,80,11.00,,C
2016-03-20,2016,3,80,12.00,,C
2016-03-20,2016,3,80,13.00,,C
2016-03-20,2016,3,80,14.00,,C
2016-03-20,2016,3,80,15.00,,C
2016-03-20,2016,3,80,16.00,,C
2016-03-20,2016,3,80,17.00,,C
2016-03-20,2016,3,80,18.00,,C
2016-03-20,2016,3,80,19.00,,C
2016-03-20,2016,3,80,20.00,,C
2016-03-21,2016,3,81,0.00,,C
2016-03-21,2016,3,81,0.50,,C
2016-03-21,2016,3,81,1.00,,C
2016-03-21,2016,3,81,1.50,,C
2016-03-21,2016,3,81,2.00,,C
2016-03-21,2016,3,81,3.00,,C
2016-03-21,2016,3,81,4.00,,C
2016-03-21,2016,3,81,5.00,,C
2016-03-21,2016,3,81,6.00,,C
2016-03-21,2016,3,81,7.00,,C
2016-03-21,2016,3,81,8.00,,C
2016-03-21,2016,3,81,9.00,,C
2016-03-21,2016,3,81,10.00,,C
2016-03-21,2016,3,81,11.00,,C
2016-03-21,2016,3,81,12.00,,C
2016-03-21,2016,3,81,13.00,,C
2016-03-21,2016,3,81,14.00,,C
2016-03-21,2016,3,81,15.00,,C
2016-03-21,2016,3,81,16.00,,C
2016-03-21,2016,3,81,17.00,,C
2016-03-21,2016,3,81,18.00,,C
2016-03-21,2016,3,81,19.00,,C
2016-03-21,2016,3,81,20.00,,C
2016-03-22,2016,3,82,0.00,,C
2016-03-22,2016,3,82,0.50,,C
2016-03-22,2016,3,82,1.00,,C
2016-03-22,2016,3,82,1.50,,C
2016-03-22,2016,3,82,2.00,,C
2016-03-22,2016,3,82,3.00,,C
2016-03-22,2016,3,82,4.00,,C
2016-03-22,2016,3,82,5.00,,C
2016-03-22,2016,3,82,6.00,,C
2016-03-22,2016,3,82,7.00,,C
2016-03-22,2016,3,82,8.00,,C
2016-03-22,2016,3,82,9.00,,C
2016-03-22,2016,3,82,10.00,,C
2016-03-22,2016,3,82,11.00,,C
2016-03-22,2016,3,82,12.00,,C
2016-03-22,2016,3,82,13.00,,C
2016-03-22,2016,3,82,14.00,,C
2016-03-22,2016,3,82,15.00,,C
2016-03-22,2016,3,82,16.00,,C
2016-03-22,2016,3,82,17.00,,C
2016-03-22,2016,3,82,18.00,,C
2016-03-22,2016,3,82,19.00,,C
2016-03-22,2016,3,82,20.00,,C
2016-03-23,2016,3,83,0.00,,C
2016-03-23,2016,3,83,0.50,,C
2016-03-23,2016,3,83,1.00,,C
2016-03-23,2016,3,83,1.50,,C
2016-03-23,2016,3,83,2.00,,C
2016-03-23,2016,3,83,3.00,,C
2016-03-23,2016,3,83,4.00,,C
2016-03-23,2016,3,83,5.00,,C
2016-03-23,2016,3,83,6.00,,C
2016-03-23,2016,3,83,7.00,,C
2016-03-23,2016,3,83,8.00,,C
2016-03-23,2016,3,83,9.00,,C
2016-03-23,2016,3,83,10.00,,C
2016-03-23,2016,3,83,11.00,,C
2016-03-23,2016,3,83,12.00,,C
2016-03-23,2016,3,83,13.00,,C
2016-03-23,2016,3,83,14.00,,C
2016-03-23,2016,3,83,15.00,,C
2016-03-23,2016,3,83,16.00,,C
2016-03-23,2016,3,83,17.00,,C
2016-03-23,2016,3,83,18.00,,C
2016-03-23,2016,3,83,19.00,,C
2016-03-23,2016,3,83,20.00,,C
2016-03-24,2016,3,84,0.00,,C
2016-03-24,2016,3,84,0.50,,C
2016-03-24,2016,3,84,1.00,,C
2016-03-24,2016,3,84,1.50,,C
2016-03-24,2016,3,84,2.00,,C
2016-03-24,2016,3,84,3.00,,C
2016-03-24,2016,3,84,4.00,,C
2016-03-24,2016,3,84,5.00,,C
2016-03-24,2016,3,84,6.00,,C
2016-03-24,2016,3,84,7.00,,C
2016-03-24,2016,3,84,8.00,,C
2016-03-24,2016,3,84,9.00,,C
2016-03-24,2016,3,84,10.00,,C
2016-03-24,2016,3,84,11.00,,C
2016-03-24,2016,3,84,12.00,,C
2016-03-24,2016,3,84,13.00,,C
2016-03-24,2016,3,84,14.00,,C
2016-03-24,2016,3,84,15.00,,C
2016-03-24,2016,3,84,16.00,,C
2016-03-24,2016,3,84,17.00,,C
2016-03-24,2016,3,84,18.00,,C
2016-03-24,2016,3,84,19.00,,C
2016-03-24,2016,3,84,20.00,,C
2016-03-25,2016,3,85,0.00,,C
2016-03-25,2016,3,85,0.50,,C
2016-03-25,2016,3,85,1.00,,C
2016-03-25,2016,3,85,1.50,,C
2016-03-25,2016,3,85,2.00,,C
2016-03-25,2016,3,85,3.00,,C
2016-03-25,2016,3,85,4.00,,C
2016-03-25,2016,3,85,5.00,,C
2016-03-25,2016,3,85,6.00,,C
2016-03-25,2016,3,85,7.00,,C
2016-03-25,2016,3,85,8.00,,C
2016-03-25,2016,3,85,9.00,,C
2016-03-25,2016,3,85,10.00,,C
2016-03-25,2016,3,85,11.00,,C
2016-03-25,2016,3,85,12.00,,C
2016-03-25,2016,3,85,13.00,,C
2016-03-25,2016,3,85,14.00,,C
2016-03-25,2016,3,85,15.00,,C
2016-03-25,2016,3,85,16.00,,C
2016-03-25,2016,3,85,17.00,,C
2016-03-25,2016,3,85,18.00,,C
2016-03-25,2016,3,85,19.00,,C
2016-03-25,2016,3,85,20.00,,C
2016-03-26,2016,3,86,0.00,,C
2016-03-26,2016,3,86,0.50,,C
2016-03-26,2016,3,86,1.00,,C
2016-03-26,2016,3,86,1.50,,C
2016-03-26,2016,3,86,2.00,,C
2016-03-26,2016,3,86,3.00,,C
2016-03-26,2016,3,86,4.00,,C
2016-03-26,2016,3,86,5.00,,C
2016-03-26,2016,3,86,6.00,,C
2016-03-26,2016,3,86,7.00,,C
2016-03-26,2016,3,86,8.00,,C
2016-03-26,2016,3,86,9.00,,C
2016-03-26,2016,3,86,10.00,,C
2016-03-26,2016,3,86,11.00,,C
2016-03-26,2016,3,86,12.00,,C
2016-03-26,2016,3,86,13.00,,C
2016-03-26,2016,3,86,14.00,,C
2016-03-26,2016,3,86,15.00,,C
2016-03-26,2016,3,86,16.00,,C
2016-03-26,2016,3,86,17.00,,C
2016-03-26,2016,3,86,18.00,,C
2016-03-26,2016,3,86,19.00,,C
2016-03-26,2016,3,86,20.00,,C
2016-03-28,2016,3,88,0.00,,C
2016-03-28,2016,3,88,0.50,,C
2016-03-28,2016,3,88,1.00,,C
2016-03-28,2016,3,88,1.50,,C
2016-03-28,2016,3,88,2.00,,C
2016-03-28,2016,3,88,3.00,,C
2016-03-28,2016,3,88,4.00,,C
2016-03-28,2016,3,88,5.00,,C
2016-03-28,2016,3,88,6.00,,C
2016-03-28,2016,3,88,7.00,,C
2016-03-28,2016,3,88,8.00,,C
2016-03-28,2016,3,88,9.00,,C
2016-03-28,2016,3,88,10.00,,C
2016-03-28,2016,3,88,11.00,,C
2016-03-28,2016,3,88,12.00,,C
2016-03-28,2016,3,88,13.00,,C
2016-03-28,2016,3,88,14.00,,C
2016-03-28,2016,3,88,15.00,,C
2016-03-28,2016,3,88,16.00,,C
2016-03-28,2016,3,88,17.00,,C
2016-03-28,2016,3,88,18.00,,C
2016-03-28,2016,3,88,19.00,,C
2016-03-28,2016,3,88,20.00,,C
2016-03-29,2016,3,89,0.00,5.224,C
2016-03-29,2016,3,89,0.50,5.194,C
2016-03-29,2016,3,89,1.00,5.173,C
2016-03-29,2016,3,89,1.50,5.131,C
2016-03-29,2016,3,89,2.00,5.099,C
2016-03-29,2016,3,89,3.00,5.035,C
2016-03-29,2016,3,89,4.00,4.991,C
2016-03-29,2016,3,89,5.00,4.926,C
2016-03-29,2016,3,89,6.00,4.888,C
2016-03-29,2016,3,89,7.00,4.836,C
2016-03-29,2016,3,89,8.00,4.804,C
2016-03-29,2016,3,89,9.00,4.770,C
2016-03-29,2016,3,89,10.00,4.739,C
2016-03-29,2016,3,89,11.00,4.709,C
2016-03-29,2016,3,89,12.00,4.687,C
2016-03-29,2016,3,89,13.00,4.656,C
2016-03-29,2016,3,89,14.00,4.633,C
2016-03-29,2016,3,89,15.00,4.603,C
2016-03-29,2016,3,89,16.00,4.576,C
2016-03-29,2016,3,89,17.00,4.549,C
2016-03-29,2016,3,89,18.00,4.505,C
2016-03-29,2016,3,89,19.00,4.468,C
2016-03-29,2016,3,89,20.00,4.467,C
2016-03-30,2016,3,90,0.00,4.873,H
2016-03-30,2016,3,90,0.50,4.848,H
2016-03-30,2016,3,90,1.00,4.843,H
2016-03-30,2016,3,90,1.50,4.839,H
2016-03-30,2016,3,90,2.00,4.834,H
2016-03-30,2016,3,90,3.00,4.822,H
2016-03-30,2016,3,90,4.00,4.812,H
2016-03-30,2016,3,90,5.00,4.807,H
2016-03-30,2016,3,90,6.00,4.804,H
2016-03-30,2016,3,90,7.00,4.802,H
2016-03-30,2016,3,90,8.00,4.801,H
2016-03-30,2016,3,90,9.00,4.799,H
2016-03-30,2016,3,90,10.00,4.799,H
2016-03-30,2016,3,90,11.00,4.796,H
2016-03-30,2016,3,90,12.00,4.793,H
2016-03-30,2016,3,90,13.00,4.789,H
2016-03-30,2016,3,90,14.00,4.782,H
2016-03-30,2016,3,90,15.00,4.771,H
2016-03-30,2016,3,90,16.00,4.757,H
2016-03-30,2016,3,90,17.00,4.736,H
2016-03-30,2016,3,90,18.00,4.719,H
2016-03-30,2016,3,90,19.00,4.702,H
2016-03-30,2016,3,90,20.00,4.707,H
2016-03-31,2016,3,91,0.00,4.871,H
2016-03-31,2016,3,91,0.50,4.856,H
2016-03-31,2016,3,91,1.00,4.853,H
2016-03-31,2016,3,91,1.50,4.849,H
2016-03-31,2016,3,91,2.00,4.845,H
2016-03-31,2016,3,91,3.00,4.838,H
2016-03-31,2016,3,91,4.00,4.830,H
2016-03-31,2016,3,91,5.00,4.825,H
2016-03-31,2016,3,91,6.00,4.820,H
2016-03-31,2016,3,91,7.00,4.816,H
2016-03-31,2016,3,91,8.00,4.812,H
2016-03-31,2016,3,91,9.00,4.808,H
2016-03-31,2016,3,91,10.00,4.806,H
2016-03-31,2016,3,91,11.00,4.802,H
2016-03-31,2016,3,91,12.00,4.798,H
2016-03-31,2016,3,91,13.00,4.794,H
2016-03-31,2016,3,91,14.00,4.791,H
2016-03-31,2016,3,91,15.00,4.788,H
2016-03-31,2016,3,91,16.00,4.785,H
2016-03-31,2016,3,91,17.00,4.783,H
2016-03-31,2016,3,91,18.00,4.780,H
2016-03-31,2016,3,91,19.00,4.775,H
2016-03-31,2016,3,91,20.00,4.785,H
2016-04-01,2016,4,92,0.00,5.035,
2016-04-01,2016,4,92,0.50,5.052,
2016-04-01,2016,4,92,1.00,5.044,
2016-04-01,2016,4,92,1.50,5.037,
2016-04-01,2016,4,92,2.00,5.033,
2016-04-01,2016,4,92,3.00,5.025,
2016-04-01,2016,4,92,4.00,5.018,
2016-04-01,2016,4,92,5.00,5.011,
2016-04-01,2016,4,92,6.00,5.004,
2016-04-01,2016,4,92,7.00,4.999,
2016-04-01,2016,4,92,8.00,4.996,
2016-04-01,2016,4,92,9.00,4.994,
2016-04-01,2016,4,92,10.00,4.993,
2016-04-01,2016,4,92,11.00,4.991,
2016-04-01,2016,4,92,12.00,4.989,
2016-04-01,2016,4,92,13.00,4.987,
2016-04-01,2016,4,92,14.00,4.985,
2016-04-01,2016,4,92,15.00,4.983,
2016-04-01,2016,4,92,16.00,4.982,
2016-04-01,2016,4,92,17.00,4.980,
2016-04-01,2016,4,92,18.00,4.979,
2016-04-01,2016,4,92,19.00,4.978,
2016-04-01,2016,4,92,20.00,4.990,
2016-04-02,2016,4,93,0.00,5.068,
2016-04-02,2016,4,93,0.50,5.112,
2016-04-02,2016,4,93,1.00,5.114,
2016-04-02,2016,4,93,1.50,5.116,
2016-04-02,2016,4,93,2.00,5.117,
2016-04-02,2016,4,93,3.00,5.117,
2016-04-02,2016,4,93,4.00,5.119,
2016-04-02,2016,4,93,5.00,5.120,
2016-04-02,2016,4,93,6.00,5.121,
2016-04-02,2016,4,93,7.00,5.123,
2016-04-02,2016,4,93,8.00,5.123,
2016-04-02,2016,4,93,9.00,5.123,
2016-04-02,2016,4,93,10.00,5.125,
2016-04-02,2016,4,93,11.00,5.124,
2016-04-02,2016,4,93,12.00,5.124,
2016-04-02,2016,4,93,13.00,5.122,
2016-04-02,2016,4,93,14.00,5.121,
2016-04-02,2016,4,93,15.00,5.120,
2016-04-02,2016,4,93,16.00,5.120,
2016-04-02,2016,4,93,17.00,5.119,
2016-04-02,2016,4,93,18.00,5.118,
2016-04-02,2016,4,93,19.00,5.117,
2016-04-02,2016,4,93,20.00,5.129,
2016-04-03,2016,4,94,0.00,5.140,
2016-04-03,2016,4,94,0.50,5.150,
2016-04-03,2016,4,94,1.00,5.151,
2016-04-03,2016,4,94,1.50,5.150,
2016-04-03,2016,4,94,2.00,5.149,
2016-04-03,2016,4,94,3.00,5.146,
2016-04-03,2016,4,94,4.00,5.145,
2016-04-03,2016,4,94,5.00,5.143,
2016-04-03,2016,4,94,6.00,5.142,
2016-04-03,2016,4,94,7.00,5.141,
2016-04-03,2016,4,94,8.00,5.139,
2016-04-03,2016,4,94,9.00,5.138,
2016-04-03,2016,4,94,10.00,5.138,
2016-04-03,2016,4,94,11.00,5.135,
2016-04-03,2016,4,94,12.00,5.134,
2016-04-03,2016,4,94,13.00,5.131,
2016-04-03,2016,4,94,14.00,5.129,
2016-04-03,2016,4,94,15.00,5.128,
2016-04-03,2016,4,94,16.00,5.127,
2016-04-03,2016,4,94,17.00,5.125,
2016-04-03,2016,4,94,18.00,5.123,
2016-04-03,2016,4,94,19.00,5.121,
2016-04-03,2016,4,94,20.00,5.134,
2016-04-04,2016,4,95,0.00,5.200,
2016-04-04,2016,4,95,0.50,5.228,
2016-04-04,2016,4,95,1.00,5.230,
2016-04-04,2016,4,95,1.50,5.231,
2016-04-04,2016,4,95,2.00,5.231,
2016-04-04,2016,4,95,3.00,5.229,
2016-04-04,2016,4,95,4.00,5.228,
2016-04-04,2016,4,95,5.00,5.227,
2016-04-04,2016,4,95,6.00,5.226,
2016-04-04,2016,4,95,7.00,5.226,
2016-04-04,2016,4,95,8.00,5.224,
2016-04-04,2016,4,95,9.00,5.223,
2016-04-04,2016,4,95,10.00,5.223,
2016-04-04,2016,4,95,11.00,5.220,
2016-04-04,2016,4,95,12.00,5.218,
2016-04-04,2016,4,95,13.00,5.214,
2016-04-04,2016,4,95,14.00,5.211,
2016-04-04,2016,4,95,15.00,5.206,
2016-04-04,2016,4,95,16.00,5.202,
2016-04-04,2016,4,95,17.00,5.197,
2016-04-04,2016,4,95,18.00,5.192,
2016-04-04,2016,4,95,19.00,5.187,
2016-04-04,2016,4,95,20.00,5.198,
2016-04-05,2016,4,96,0.00,5.077,
2016-04-05,2016,4,96,0.50,5.117,
2016-04-05,2016,4,96,1.00,5.119,
2016-04-05,2016,4,96,1.50,5.119,
2016-04-05,2016,4,96,2.00,5.118,
2016-04-05,2016,4,96,3.00,5.117,
2016-04-05,2016,4,96,4.00,5.116,
2016-04-05,2016,4,96,5.00,5.117,
2016-04-05,2016,4,96,6.00,5.116,
2016-04-05,2016,4,96,7.00,5.116,
2016-04-05,2016,4,96,8.00,5.116,
2016-04-05,2016,4,96,9.00,5.115,
2016-04-05,2016,4,96,10.00,5.117,
2016-04-05,2016,4,96,11.00,5.115,
2016-04-05,2016,4,96,12.00,5.114,
2016-04-05,2016,4,96,13.00,5.113,
2016-04-05,2016,4,96,14.00,5.112,
2016-04-05,2016,4,96,15.00,5.111,
2016-04-05,2016,4,96,16.00,5.110,
2016-04-05,2016,4,96,17.00,5.109,
2016-04-05,2016,4,96,18.00,5.108,
2016-04-05,2016,4,96,19.00,5.106,
2016-04-05,2016,4,96,20.00,5.120,
2016-04-06,2016,4,97,0.00,5.231,
2016-04-06,2016,4,97,0.50,5.231,
2016-04-06,2016,4,97,1.00,5.228,
2016-04-06,2016,4,97,1.50,5.222,
2016-04-06,2016,4,97,2.00,5.216,
2016-04-06,2016,4,97,3.00,5.206,
2016-04-06,2016,4,97,4.00,5.199,
2016-04-06,2016,4,97,5.00,5.194,
2016-04-06,2016,4,97,6.00,5.189,
2016-04-06,2016,4,97,7.00,5.185,
2016-04-06,2016,4,97,8.00,5.182,
2016-04-06,2016,4,97,9.00,5.179,
2016-04-06,2016,4,97,10.00,5.178,
2016-04-06,2016,4,97,11.00,5.174,
2016-04-06,2016,4,97,12.00,5.171,
2016-04-06,2016,4,97,13.00,5.168,
2016-04-06,2016,4,97,14.00,5.165,
2016-04-06,2016,4,97,15.00,5.162,
2016-04-06,2016,4,97,16.00,5.160,
2016-04-06,2016,4,97,17.00,5.159,
2016-04-06,2016,4,97,18.00,5.158,
2016-04-06,2016,4,97,19.00,5.156,
2016-04-06,2016,4,97,20.00,5.167,
2016-04-07,2016,4,98,0.00,5.169,
2016-04-07,2016,4,98,0.50,5.182,
2016-04-07,2016,4,98,1.00,5.184,
2016-04-07,2016,4,98,1.50,5.184,
2016-04-07,2016,4,98,2.00,5.185,
2016-04-07,2016,4,98,3.00,5.184,
2016-04-07,2016,4,98,4.00,5.184,
2016-04-07,2016,4,98,5.00,5.184,
2016-04-07,2016,4,98,6.00,5.184,
2016-04-07,2016,4,98,7.00,5.184,
2016-04-07,2016,4,98,8.00,5.184,
2016-04-07,2016,4,98,9.00,5.184,
2016-04-07,2016,4,98,10.00,5.186,
2016-04-07,2016,4,98,11.00,5.185,
2016-04-07,2016,4,98,12.00,5.185,
2016-04-07,2016,4,98,13.00,5.184,
2016-04-07,2016,4,98,14.00,5.183,
2016-04-07,2016,4,98,15.00,5.183,
2016-04-07,2016,4,98,16.00,5.182,
2016-04-07,2016,4,98,17.00,5.182,
2016-04-07,2016,4,98,18.00,5.181,
2016-04-07,2016,4,98,19.00,5.181,
2016-04-07,2016,4,98,20.00,5.195,
2016-04-08,2016,4,99,0.00,5.110,
2016-04-08,2016,4,99,0.50,5.139,
2016-04-08,2016,4,99,1.00,5.143,
2016-04-08,2016,4,99,1.50,5.145,
2016-04-08,2016,4,99,2.00,5.145,
2016-04-08,2016,4,99,3.00,5.145,
2016-04-08,2016,4,99,4.00,5.146,
2016-04-08,2016,4,99,5.00,5.147,
2016-04-08,2016,4,99,6.00,5.147,
2016-04-08,2016,4,99,7.00,5.147,
2016-04-08,2016,4,99,8.00,5.148,
2016-04-08,2016,4,99,9.00,5.148,
2016-04-08,2016,4,99,10.00,5.149,
2016-04-08,2016,4,99,11.00,5.148,
2016-04-08,2016,4,99,12.00,5.148,
2016-04-08,2016,4,99,13.00,5.147,
2016-04-08,2016,4,99,14.00,5.146,
2016-04-08,2016,4,99,15.00,5.145,
2016-04-08,2016,4,99,16.00,5.145,
2016-04-08,2016,4,99,17.00,5.144,
2016-04-08,2016,4,99,18.00,5.144,
2016-04-08,2016,4,99,19.00,5.143,
2016-04-08,2016,4,99,20.00,5.157,
2016-04-09,2016,4,100,0.00,5.303,
2016-04-09,2016,4,100,0.50,5.285,
2016-04-09,2016,4,100,1.00,5.213,
2016-04-09,2016,4,100,1.50,5.168,
2016-04-09,2016,4,100,2.00,5.140,
2016-04-09,2016,4,100,3.00,5.109,
2016-04-09,2016,4,100,4.00,5.090,
2016-04-09,2016,4,100,5.00,5.080,
2016-04-09,2016,4,100,6.00,5.074,
2016-04-09,2016,4,100,7.00,5.069,
2016-04-09,2016,4,100,8.00,5.064,
2016-04-09,2016,4,100,9.00,5.058,
2016-04-09,2016,4,100,10.00,5.053,
2016-04-09,2016,4,100,11.00,5.044,
2016-04-09,2016,4,100,12.00,5.037,
2016-04-09,2016,4,100,13.00,5.029,
2016-04-09,2016,4,100,14.00,5.021,
2016-04-09,2016,4,100,15.00,5.014,
2016-04-09,2016,4,100,16.00,5.008,
2016-04-09,2016,4,100,17.00,5.001,
2016-04-09,2016,4,100,18.00,4.995,
2016-04-09,2016,4,100,19.00,4.989,
2016-04-09,2016,4,100,20.00,4.998,
2016-04-10,2016,4,101,0.00,5.080,
2016-04-10,2016,4,101,0.50,5.095,
2016-04-10,2016,4,101,1.00,5.096,
2016-04-10,2016,4,101,1.50,5.095,
2016-04-10,2016,4,101,2.00,5.094,
2016-04-10,2016,4,101,3.00,5.091,
2016-04-10,2016,4,101,4.00,5.089,
2016-04-10,2016,4,101,5.00,5.087,
2016-04-10,2016,4,101,6.00,5.084,
2016-04-10,2016,4,101,7.00,5.082,
2016-04-10,2016,4,101,8.00,5.079,
2016-04-10,2016,4,101,9.00,5.076,
2016-04-10,2016,4,101,10.00,5.074,
2016-04-10,2016,4,101,11.00,5.069,
2016-04-10,2016,4,101,12.00,5.065,
2016-04-10,2016,4,101,13.00,5.060,
2016-04-10,2016,4,101,14.00,5.056,
2016-04-10,2016,4,101,15.00,5.051,
2016-04-10,2016,4,101,16.00,5.047,
2016-04-10,2016,4,101,17.00,5.043,
2016-04-10,2016,4,101,18.00,5.040,
2016-04-10,2016,4,101,19.00,5.036,
2016-04-10,2016,4,101,20.00,5.047,
2016-04-11,2016,4,102,0.00,5.215,
2016-04-11,2016,4,102,0.50,5.232,
2016-04-11,2016,4,102,1.00,5.235,
2016-04-11,2016,4,102,1.50,5.234,
2016-04-11,2016,4,102,2.00,5.232,
2016-04-11,2016,4,102,3.00,5.229,
2016-04-11,2016,4,102,4.00,5.228,
2016-04-11,2016,4,102,5.00,5.226,
2016-04-11,2016,4,102,6.00,5.225,
2016-04-11,2016,4,102,7.00,5.223,
2016-04-11,2016,4,102,8.00,5.221,
2016-04-11,2016,4,102,9.00,5.218,
2016-04-11,2016,4,102,10.00,5.218,
2016-04-11,2016,4,102,11.00,5.214,
2016-04-11,2016,4,102,12.00,5.210,
2016-04-11,2016,4,102,13.00,5.205,
2016-04-11,2016,4,102,14.00,5.199,
2016-04-11,2016,4,102,15.00,5.192,
2016-04-11,2016,4,102,16.00,5.185,
2016-04-11,2016,4,102,17.00,5.177,
2016-04-11,2016,4,102,18.00,5.171,
2016-04-11,2016,4,102,19.00,5.165,
2016-04-11,2016,4,102,20.00,5.177,
2016-04-12,2016,4,103,0.00,5.903,
2016-04-12,2016,4,103,0.50,5.797,
2016-04-12,2016,4,103,1.00,5.644,
2016-04-12,2016,4,103,1.50,5.556,
2016-04-12,2016,4,103,2.00,5.521,
2016-04-12,2016,4,103,3.00,5.474,
2016-04-12,2016,4,103,4.00,5.432,
2016-04-12,2016,4,103,5.00,5.398,
2016-04-12,2016,4,103,6.00,5.364,
2016-04-12,2016,4,103,7.00,5.331,
2016-04-12,2016,4,103,8.00,5.310,
2016-04-12,2016,4,103,9.00,5.298,
2016-04-12,2016,4,103,10.00,5.290,
2016-04-12,2016,4,103,11.00,5.280,
2016-04-12,2016,4,103,12.00,5.269,
2016-04-12,2016,4,103,13.00,5.257,
2016-04-12,2016,4,103,14.00,5.248,
2016-04-12,2016,4,103,15.00,5.243,
2016-04-12,2016,4,103,16.00,5.239,
2016-04-12,2016,4,103,17.00,5.235,
2016-04-12,2016,4,103,18.00,5.232,
2016-04-12,2016,4,103,19.00,5.227,
2016-04-12,2016,4,103,20.00,5.238,
2016-04-13,2016,4,104,0.00,5.378,
2016-04-13,2016,4,104,0.50,5.385,
2016-04-13,2016,4,104,1.00,5.386,
2016-04-13,2016,4,104,1.50,5.386,
2016-04-13,2016,4,104,2.00,5.385,
2016-04-13,2016,4,104,3.00,5.382,
2016-04-13,2016,4,104,4.00,5.379,
2016-04-13,2016,4,104,5.00,5.376,
2016-04-13,2016,4,104,6.00,5.372,
2016-04-13,2016,4,104,7.00,5.368,
2016-04-13,2016,4,104,8.00,5.363,
2016-04-13,2016,4,104,9.00,5.356,
2016-04-13,2016,4,104,10.00,5.351,
2016-04-13,2016,4,104,11.00,5.342,
2016-04-13,2016,4,104,12.00,5.332,
2016-04-13,2016,4,104,13.00,5.320,
2016-04-13,2016,4,104,14.00,5.309,
2016-04-13,2016,4,104,15.00,5.299,
2016-04-13,2016,4,104,16.00,5.289,
2016-04-13,2016,4,104,17.00,5.281,
2016-04-13,2016,4,104,18.00,5.277,
2016-04-13,2016,4,104,19.00,5.270,
2016-04-13,2016,4,104,20.00,5.281,
2016-04-14,2016,4,105,0.00,5.560,
2016-04-14,2016,4,105,0.50,5.557,
2016-04-14,2016,4,105,1.00,5.556,
2016-04-14,2016,4,105,1.50,5.549,
2016-04-14,2016,4,105,2.00,5.542,
2016-04-14,2016,4,105,3.00,5.526,
2016-04-14,2016,4,105,4.00,5.512,
2016-04-14,2016,4,105,5.00,5.499,
2016-04-14,2016,4,105,6.00,5.485,
2016-04-14,2016,4,105,7.00,5.472,
2016-04-14,2016,4,105,8.00,5.455,
2016-04-14,2016,4,105,9.00,5.438,
2016-04-14,2016,4,105,10.00,5.424,
2016-04-14,2016,4,105,11.00,5.408,
2016-04-14,2016,4,105,12.00,5.390,
2016-04-14,2016,4,105,13.00,5.371,
2016-04-14,2016,4,105,14.00,5.358,
2016-04-14,2016,4,105,15.00,5.353,
2016-04-14,2016,4,105,16.00,5.351,
2016-04-14,2016,4,105,17.00,5.349,
2016-04-14,2016,4,105,18.00,5.347,
2016-04-14,2016,4,105,19.00,5.344,
2016-04-14,2016,4,105,20.00,5.357,
2016-04-15,2016,4,106,0.00,5.949,
2016-04-15,2016,4,106,0.50,5.916,
2016-04-15,2016,4,106,1.00,5.911,
2016-04-15,2016,4,106,1.50,5.895,
2016-04-15,2016,4,106,2.00,5.876,
2016-04-15,2016,4,106,3.00,5.837,
2016-04-15,2016,4,106,4.00,5.798,
2016-04-15,2016,4,106,5.00,5.755,
2016-04-15,2016,4,106,6.00,5.713,
2016-04-15,2016,4,106,7.00,5.677,
2016-04-15,2016,4,106,8.00,5.657,
2016-04-15,2016,4,106,9.00,5.648,
2016-04-15,2016,4,106,10.00,5.641,
2016-04-15,2016,4,106,11.00,5.629,
2016-04-15,2016,4,106,12.00,5.616,
2016-04-15,2016,4,106,13.00,5.600,
2016-04-15,2016,4,106,14.00,5.579,
2016-04-15,2016,4,106,15.00,5.556,
2016-04-15,2016,4,106,16.00,5.526,
2016-04-15,2016,4,106,17.00,5.493,
2016-04-15,2016,4,106,18.00,5.459,
2016-04-15,2016,4,106,19.00,5.417,
2016-04-15,2016,4,106,20.00,5.404,
2016-04-16,2016,4,107,0.00,6.894,
2016-04-16,2016,4,107,0.50,6.665,
2016-04-16,2016,4,107,1.00,6.527,
2016-04-16,2016,4,107,1.50,6.415,
2016-04-16,2016,4,107,2.00,6.334,
2016-04-16,2016,4,107,3.00,6.201,
2016-04-16,2016,4,107,4.00,6.107,
2016-04-16,2016,4,107,5.00,6.023,
2016-04-16,2016,4,107,6.00,5.961,
2016-04-16,2016,4,107,7.00,5.909,
2016-04-16,2016,4,107,8.00,5.868,
2016-04-16,2016,4,107,9.00,5.840,
2016-04-16,2016,4,107,10.00,5.816,
2016-04-16,2016,4,107,11.00,5.790,
2016-04-16,2016,4,107,12.00,5.745,
2016-04-16,2016,4,107,13.00,5.659,
2016-04-16,2016,4,107,14.00,5.583,
2016-04-16,2016,4,107,15.00,5.527,
2016-04-16,2016,4,107,16.00,5.487,
2016-04-16,2016,4,107,17.00,5.432,
2016-04-16,2016,4,107,18.00,5.377,
2016-04-16,2016,4,107,19.00,5.335,
